"MBC_URL","IMDB_URL","Film","Year","Body_Count"
"http://www.moviebodycounts.com/Universal_Soldier.htm","http://www.imdb.com/title/tt0105698/","Universal Soldier",1992,47
"http://www.moviebodycounts.com/Usual_Suspects.htm","http://www.imdb.com/title/tt0114814/","The Usual Suspects",1995,39
"http://www.moviebodycounts.com/V_for_Vendetta.htm","http://www.imdb.com/title/tt0434409/","V for Vendetta",2006,59
"http://www.moviebodycounts.com/Valkyrie.htm","http://www.imdb.com/title/tt0985699/","Valkyrie",2008,18
"http://www.moviebodycounts.com/Vampires_The_Turning.htm","http://www.imdb.com/title/tt0398378/","Vampires: The Turning",2005,53
"http://www.moviebodycounts.com/Versus.htm","http://www.imdb.com/title/tt0275773/","Versus",2000,127
"http://www.moviebodycounts.com/Videodrome.htm","http://www.imdb.com/title/tt0086541/","Videodrome",1983,8
"http://www.moviebodycounts.com/A_View_to_a_Kill.htm","http://www.imdb.com/title/tt0090264","A View To A Kill",1985,37
"http://www.moviebodycounts.com/Waist_Deep.htm","http://imdb.com/title/tt0456020/","Waist Deep",2006,6
"http://www.moviebodycounts.com/Walk_Hard.htm","http://www.imdb.com/title/tt0841046/","Walk Hard: The Dewey Cox Story",2007,5
"http://www.moviebodycounts.com/Walking_Tall_%282004%29.htm","http://www.imdb.com/title/tt0351977/","Walking Tall",2004,6
"http://www.moviebodycounts.com/War.htm","http://www.imdb.com/title/tt0499556/","War",2007,97
"http://www.moviebodycounts.com/War_Inc.htm","http://www.imdb.com/title/tt0884224/","War, Inc.",2008,73
"http://www.moviebodycounts.com/War_of_the_Worlds.htm","http://www.imdb.com/title/tt0407304/","War of the Worlds",2005,104
"http://www.moviebodycounts.com/Wasabi.htm","http://www.imdb.com/title/tt0281364/","Wasabi",2001,22
"http://www.moviebodycounts.com/Way_of_the_Gun.htm","http://www.imdb.com/title/tt0202677/","The Way of the Gun",2000,18
"http://www.moviebodycounts.com/We_Were_Soldiers.htm","http://www.imdb.com/title/tt0277434/","We Were Soldiers",2002,305
"http://www.moviebodycounts.com/Where_Eagles_Dare.htm","http://www.imdb.com/title/tt0065207/","Where Eagles Dare",1968,100
"http://www.moviebodycounts.com/Wild_Bunch.htm","http://www.imdb.com/title/tt0065214/","The Wild Bunch",1969,145
"http://www.moviebodycounts.com/XMen.htm","http://www.imdb.com/title/tt0120903/","X-Men",2000,6
"http://www.moviebodycounts.com/XMenII.htm","http://www.imdb.com/title/tt0290334/","X2: X-Men United",2000,26
"http://www.moviebodycounts.com/XMenIII.htm","http://www.imdb.com/title/tt0376994/","X-Men: The Last Stand",2006,57
"http://www.moviebodycounts.com/xxx.htm","http://www.imdb.com/title/tt0295701/","XXX",2002,75
"http://www.moviebodycounts.com/xxx_State_of_the_Union.htm","http://www.imdb.com/title/tt0329774/","XXX: State of the Union",2005,66
"http://www.moviebodycounts.com/Yakuza.htm","http://www.imdb.com/title/tt0073918/","The Yakuza",1974,31
"http://www.moviebodycounts.com/The_Yards.htm","http://imdb.com/title/tt0138946","The Yards",2000,2
"http://www.moviebodycounts.com/You_Kill_Me.htm","http://www.imdb.com/title/tt0796375/","You Kill Me",2007,10
"http://www.moviebodycounts.com/You_Only_Live_Twice.htm","http://www.imdb.com/title/tt0062512","You Only Live Twice",1967,91
"http://www.moviebodycounts.com/Zodiac.htm","http://www.imdb.com/title/tt0443706/","Zodiac",2007,3
"http://www.moviebodycounts.com/Zoolander.htm","http://www.imdb.com/title/tt0196229/","Zoolander",2001,4
"http://www.moviebodycounts.com/Zulu.htm","http://www.imdb.com/title/tt0058777/","Zulu",1964,140
